10/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,425,375,90.8,1,434,794,,,,,,,,,,,,,,,,,,,,
10/6/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,401,828,89.3,1,425,375,,,,,,,,,,,,,,,,,,,,
10/7/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,386,130,88.3,1,401,828,,,,,,,,,,,,,,,,,,,,
10/8/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,386,130,88.3,1,401,828,21,899,85.6,~21899 ,2,893,100,2,893,21,704,88,21,704,,,79,092,3.1,79,092,6,504,1,13,181,26,317,1.7,48,998
10/9/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,334,327,85,1,386,130,21,899,85.6,~21899 ,2,893,100,2,893,21,704,88,21,704,,,1,114,1,79,092,,,,1,975,1,26,317
10/10/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,318,629,84,1,334,327,21,899,85.6,~21899 ,2,893,100,2,893,21,704,88,21,704,,,,,,,,,,,
10/11/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,403,398,89.4,1,403,398,21,899,85.6,~21899 ,2,893,100,2,893,21,704,88,21,704,,,,,,,,,,,
10/12/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,302,931,83,1,403,398,21,899,85.6,~21899 ,2,893,100,2,893,21,704,88,21,704,,,,,,,,,,,
10/13/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,412,817,91,1,412,817,21,899,85.6,~21899 ,2,893,100,2,893,21,704,88,21,704,,,,,,,,,,,
10/15/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,177,84.4,,2,887,100,,22,409,98.4,,44473,91.9,,,,,,,,,
10/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,354,734,86.3,,19,177,84.4,,2,887,100,,22,409,98.4,,44473,91.9,,,,,,,,,
10/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,291,943,82.3,,16,112,71,,2,887,100,,22,408,98.4,,41407,85.6,,,,,,,,,
10/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,269,965,80.9,,,,,,,,,,,,,,,,,,,,,
10/19/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,230,721,78.4,,,,,,,,,,,,,,,,,,,,,
10/20/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,279,384,81.5,,,,,,,,,,,,,,,,,,,,,
10/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,287,233,82,,,,,,,,,,,,,,,,,,,,,
10/24/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,839,69.2,,2,887,100,,22,098,97,,40,824,84.4,,,,,,,,,
10/26/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,158,510,73.8,,,,,,,,,,,,,,,,,,,,,
10/30/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,091,009,69.5,,15,573,68.6,,2,537,87.9,,22,019,96.7,,40,129,82.9,,,,,,,,,
11/2/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,541,62.1,,20,042,79,,2,665,95.8,,17,684,94.2,,40,391,85.5,,,,,,,,,
11/3/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,342,57.8,,17,738,70.25,,2,554,82.39,,15,714,83.72,,36,006,76.42,,,,,,,,,
11/9/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,454,61.21,,2,160,69.68,,18,561,87.4,,36,175,72.96,,,,,,,,,
11/13/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,918,55.12,,1,927,62.16,,17,595,82.85,,33,440,67.44,,,,,,,,,
11/15/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,822,54.74,,1,930,62.26,,17,586,82.81,,33,338,67.2,,,,,,,,,
11/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,341,52.84,,1,860,60,,16,152,76.06,,31,353,63.23,,,,,,,,,
11/20/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,073,51.78,,1,840,59.35,,15,375,72.4,,30,288,61.08,,,,,,,,,
11/27/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,488,53.16,,1,646,53.1,,13,675,64.4,,28,809,57.95,,,,,,,,,
11/30/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,723,46.2,,1,317,42.48,,12,690,59.76,,25,730,51.76,,,,,,,,,
12/6/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,720,38.31,,946,30.51,,11,219,52.8,,21,885,44.03,,,,,,,,,
12/13/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,549,33.69,,802,25.87,,8,698,40.96,,18,049,36.31,,,,,,,,,
12/20/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,784,29.48,,250,7.16,,8,310,30.3,,16,344,28.51,,,,,,,,,
12/27/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,758,25.59,,233,6.68,,7,824,28.53,,14,815,25.84,,,,,,,,,
1/3/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,000,43,,,,,,,,,,,,,,,,,,,,,
1/7/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,095,18.96,,218,6.24,,5,137,20.54,,10,450,18.87,,,,,,,,,
1/10/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,000,39.6,,,,,,,,,,,,,,,,,,,,,
1/15/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,557,16.95,,203,5.81,,3,899,15.6,,8,659,15.64,,,,,,,,,
1/17/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,600,36.5,,,,,,,,,,,,,,,,,,,,,
1/21/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,253,15.82,,195,5.58,,1,395,5.58,,5,843,10.55,,,,,,,,,
1/24/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,600,31.75,,,,,,,,,,,,,,,,,,,,,
1/29/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,902,10.8,,157,4.49,,837,3.35,,3,896,7.04,,,,,,,,,
1/31/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,000,29.82,,,,,,,,,,,,,,,,,,,,,
2/7/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,000,28.45,,,,,,,,,,,,,,,,,,,,,
2/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,000,23.23,,,,,,,,,,,,,,,,,,,,,
2/21/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,487,14.36,,,,,,,,,,,,,,,,,,,,,
2/28/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,200,12.57,,,,,,,,,,,,,,,,,,,,,
3/7/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,695,10.57,,,,,,,,,,,,,,,,,,,,,
3/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,991,8.21,,,,,,,,,,,,,,,,,,,,,
3/21/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,000,6.6,,,,,,,,,,,,,,,,,,,,,
3/28/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,100,5.44,,,,,,,,,,,,,,,,,,,,,
4/4/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,914,4.2,,,,,,,,,,,,,,,,,,,,,
